操作指南,#genre#

常规操作,http://qidu.ga:143/lv_0_20220111230935.mp4


央视频道,#genre#

CCTV1-综合频道,http://117.148.179.155/PLTV/88888888/224/3221231468/index.m3u8
CCTV1-综合频道,http://117.148.179.155/PLTV/88888888/224/3221231471/index.m3u8
CCTV1-综合频道,http://117.148.179.42/PLTV/88888888/224/3221229818/index.m3u8
CCTV1-综合频道,http://117.148.179.15/PLTV/88888888/224/3221229840/index.m3u8
CCTV2-财经频道,http://117.148.179.156/PLTV/88888888/224/3221232362/index.m3u8
CCTV2-财经频道,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8
CCTV3-综艺频道,http://117.148.179.37/PLTV/88888888/224/3221229875/index.m3u8
CCTV3-综艺频道,http://117.148.179.37/PLTV/88888888/224/3221229878/index.m3u8
CCTV3-综艺频道,http://112.15.230.56/PLTV/88888888/224/3221230740/index.m3u8
CCTV3-综艺频道,http://117.148.179.21/PLTV/88888888/224/3221228591/index.m3u8
CCTV3-综艺频道,http://117.148.179.183/PLTV/88888888/224/3221231682/index.m3u8
CCTV3-综艺频道,http://117.148.179.140/PLTV/88888888/224/3221231528/index.m3u8
CCTV4-中文国际,http://117.148.179.182/PLTV/88888888/224/3221231726/index.m3u8
CCTV4-欧洲,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV4-美国,http://117.148.179.160/PLTV/88888888/224/3221231654/index.m3u8
CCTV5-体育频道,http://117.148.179.154/PLTV/88888888/224/3221232203/index.m3u8
CCTV5-体育频道,http://117.148.179.139/PLTV/88888888/224/3221232422/index.m3u8
CCTV5-体育频道,http://117.148.179.142/PLTV/88888888/224/3221232440/index.m3u8
CCTV5-体育频道,http://112.15.230.51/PLTV/88888888/224/3221230380/index.m3u8
CCTV5-体育频道,http://112.15.230.55/PLTV/88888888/224/3221230734/index.m3u8
CCTV5+体育赛事,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8
CCTV5+体育赛事,http://117.148.179.139/PLTV/88888888/224/3221231535/index.m3u8
CCTV5+体育赛事,http://117.148.179.37/PLTV/88888888/224/3221228822/index.m3u8
CCTV6-电影频道,http://117.148.179.153/PLTV/88888888/224/3221231724/index.m3u8
CCTV6-电影频道,http://117.148.179.37/PLTV/88888888/224/3221229870/index.m3u8
CCTV6-电影频道,http://117.148.179.37/PLTV/88888888/224/3221229873/index.m3u8
CCTV6-电影频道,http://112.15.230.45/PLTV/88888888/224/3221230685/index.m3u8
CCTV6-电影频道,http://117.148.179.29/PLTV/88888888/224/3221228594/index.m3u8
CCTV7-国防军事,http://117.148.179.160/PLTV/88888888/224/3221231633/index.m3u8
CCTV8-电视剧频道,http://112.15.230.55/PLTV/88888888/224/3221230737/index.m3u8
CCTV8-电视剧频道,http://117.148.179.30/PLTV/88888888/224/3221228605/index.m3u8
CCTV8-电视剧频道,http://117.148.179.160/PLTV/88888888/224/3221231694/index.m3u8
CCTV9-记录频道,http://117.148.179.162/PLTV/88888888/224/3221231697/index.m3u8
CCTV10-科教频道,http://117.148.179.164/PLTV/88888888/224/3221232492/index.m3u8
CCTV10-科教频道,http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8
CCTV11-戏曲频道,http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8
CCTV12-社会与法,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8
CCTV13-新闻频道,http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8
CCTV14-少儿频道,http://117.148.179.182/PLTV/88888888/2624/3221231648/index.m3u8
CCTV15-音乐频道,http://117.148.179.169/PLTV/88888888/224/3221231693/index.m3u8
CCTV16-奥林匹克,http://39.135.129.162/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226880/index.m3u8
CCTV17-农村频道,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8
CCTV17-农村频道,http://117.148.179.17/PLTV/88888888/224/3221229765/index.m3u8
CCTV-怀旧剧场,http://117.148.179.158/PLTV/88888888/224/3221231544/index.m3u8
CCTV-第一剧场,http://117.148.179.172/PLTV/88888888/224/3221231540/index.m3u8
CCTV-风云剧场,http://117.148.179.162/PLTV/88888888/224/3221231604/index.m3u8
CCTV-风云足球,http://117.148.179.137/PLTV/88888888/224/3221231547/index.m3u8
CCTV-世界地理,http://117.148.179.156/PLTV/88888888/224/3221231537/index.m3u8
CCTV-女性时尚,http://117.148.179.167/PLTV/88888888/224/3221231598/index.m3u8
CCTV-央视台球,http://117.148.179.167/PLTV/88888888/224/3221231616/index.m3u8
CCTV-高尔夫网球,http://117.148.179.160/PLTV/88888888/224/3221231619/index.m3u8
CCTV-央视文化精品,http://117.148.179.147/PLTV/88888888/224/3221231561/index.m3u8
CGTN,http://117.148.179.174/PLTV/88888888/224/3221231592/index.m3u8
CGTN记录,http://117.148.179.144/PLTV/88888888/224/3221231492/index.m3u8
CGTN法语,http://117.148.179.156/PLTV/88888888/224/3221231550/index.m3u8
CETV1,http://117.148.179.156/PLTV/88888888/224/3221231714/index.m3u8
CETV1,http://117.148.179.149/PLTV/88888888/224/3221231552/index.m3u8
CETV2,http://117.148.179.162/PLTV/88888888/224/3221231607/index.m3u8
CETV3,http://117.148.179.136/PLTV/88888888/224/3221231543/index.m3u8
CETV4,http://112.15.230.48/PLTV/88888888/224/3221230334/index.m3u8
CETV4,http://117.148.179.155/PLTV/88888888/224/3221231613/index.m3u8
CHC动作电影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8
CHC家庭影院,http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8

 卫视频道,#genre#

湖南衛視,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8
湖南衛視,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8
湖南衛視,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8
湖南衛視,http://117.148.179.37/PLTV/88888888/224/3221228824/index.m3u8
江蘇衛視,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8
江蘇衛視,http://117.148.179.37/PLTV/88888888/224/3221228821/index.m3u8
浙江衛視,http://117.148.179.24/PLTV/88888888/224/3221230035/index.m3u8
浙江衛視,http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8
浙江衛視,http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8
浙江衛視,http://117.148.179.37/PLTV/88888888/224/3221228837/index.m3u8
東方衛視,http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8
東方衛視,http://117.148.179.167/PLTV/88888888/224/3221231450/index.m3u8
廣東衛視,http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8
廣東衛視,http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8
廣東衛視,http://117.148.179.37/PLTV/88888888/224/3221228812/index.m3u8
深圳衛視,http://117.148.179.37/PLTV/88888888/224/3221228825/index.m3u8
北京衛視,http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8
北京衛視,http://117.148.179.37/PLTV/88888888/224/3221228828/index.m3u8
天津衛視,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8
天津衛視,http://117.148.179.37/PLTV/88888888/224/3221228818/index.m3u8
山東衛視,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8
山東衛視,http://117.148.179.37/PLTV/88888888/224/3221228834/index.m3u8
山東衛視,http://117.148.179.135/PLTV/88888888/224/3221227955/index.m3u8
湖北衛視,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8
湖北衛視,http://117.148.179.37/PLTV/88888888/224/3221228815/index.m3u8
湖北衛視,http://117.148.179.134/PLTV/88888888/224/3221231523/index.m3u8
黑龍江衛視,http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8
黑龍江衛視,http://117.148.179.162/PLTV/88888888/224/3221231520/index.m3u8
黑龍江衛視,http://117.148.179.37/PLTV/88888888/224/3221228827/index.m3u8
安徽衛視,http://112.15.230.43/PLTV/88888888/224/3221230331/index.m3u8
安徽衛視,http://117.148.179.177/PLTV/88888888/224/3221230215/index.m3u8
遼寧衛視,http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8
江西衛視,http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8
江西衛視,http://117.148.179.37/PLTV/88888888/224/3221228840/index.m3u8
江西衛視,http://117.148.179.157/PLTV/88888888/224/3221231511/index.m3u8
四川衛視,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8
四川衛視,http://117.148.179.176/PLTV/88888888/224/3221231517/index.m3u8
河北衛視,http://117.148.179.179/PLTV/88888888/224/3221231411/index.m3u8
貴州衛視,http://117.148.179.160/PLTV/88888888/224/3221231676/index.m3u8
